id,name,hasparent,keywords,ROR
05qrfxd25,Russian Academy of Sciences,FALSE,,https://ror.org/05qrfxd25
02frkq021,Siberian Branch of the Russian Academy of Sciences,TRUE,,https://ror.org/02frkq021
03e5eem51,Budker Institute of Nuclear Physics,TRUE,,https://ror.org/03e5eem51
0277xgb12,Institute of Cytology and Genetics,TRUE,,https://ror.org/0277xgb12
02azz6x90,Institute of Theoretical and Applied Mechanics,TRUE,,https://ror.org/02azz6x90
00shc0s02,Sobolev Institute of Mathematics,TRUE,,https://ror.org/00shc0s02
01v5rbf40,Yu.G. Shafer Institute of Cosmophysical Research and Aeronomy,TRUE,,https://ror.org/01v5rbf40
04t5w6b17,Lavrentyev Institute of Hydrodynamics,TRUE,,https://ror.org/04t5w6b17
008kv0w14,Siberian Center for Environmental Research and Training,TRUE,,https://ror.org/008kv0w14
04rf83d41,East-Siberian Institute of the Ministry of Internal Affairs of the Russian Federation,TRUE,,https://ror.org/04rf83d41
03g1eje15,Siberian Independent Institute,TRUE,,https://ror.org/03g1eje15
05swf4h71,Siberian Institute of Business and Information Technologies,TRUE,,https://ror.org/05swf4h71
02375ts60,New Siberian Institute,TRUE,,https://ror.org/02375ts60
01473qm81,Siberian Institute of Business Management and Psychology,TRUE,,https://ror.org/01473qm81
02vbq0s06,Siberian Law Institute of Russian Federal Drug Control Service,TRUE,,https://ror.org/02vbq0s06
04wteqw51,Institute for System Dynamics and Control Theory,TRUE,,https://ror.org/04wteqw51
045xd0268,Institute of the Earth’s Crust,TRUE,,https://ror.org/045xd0268
00c6xwj41,Institute of Chemistry and Chemical Technology,TRUE,,https://ror.org/00c6xwj41
006btmz82,Institute of Systematics and Ecology of Animals,TRUE,,https://ror.org/006btmz82
05m3tag45,Institute of Archaeology and Ethnography,TRUE,,https://ror.org/05m3tag45
02qpqb855,Institute of History,TRUE,,https://ror.org/02qpqb855
011nbgj79,Institute of Coal of the Siberian Branch of the RAS,TRUE,,https://ror.org/011nbgj79
04faa0n67,Institute of Economics and Industrial Engineering,TRUE,,https://ror.org/04faa0n67
007ebp326,Krasnoyarsk Scientific Center,TRUE,,https://ror.org/007ebp326
05pp7qy10,Institute of Hydrocarbon Processing,TRUE,,https://ror.org/05pp7qy10
04xnqnd94,Institute for Humanities Research and Indigenous Studies of the North,TRUE,,https://ror.org/04xnqnd94
00f4mz521,Institute of Strength Physics and Materials Science,TRUE,,https://ror.org/00f4mz521
00mj88198,"Institute of Natural Resources, Ecology and Cryology",TRUE,,https://ror.org/00mj88198
00q976b76,Institute of Geography,TRUE,,https://ror.org/00q976b76
04d7gd791,Institute of Monitoring of Climatic and Ecological Systems,TRUE,,https://ror.org/04d7gd791
02hgfj293,Siberian Research Institute of Agricultural Economics,TRUE,,https://ror.org/02hgfj293
03gbabd35,Institute of Coal Chemistry and Material Science,TRUE,,https://ror.org/03gbabd35
05t43vz03,Far East Branch of the Russian Academy of Sciences,TRUE,,https://ror.org/05t43vz03
019egy464,Far Eastern University Institute of Law,TRUE,,https://ror.org/019egy464
052qf7p09,Far Eastern Law Institute of Ministry of Internal Affairs of Russia,TRUE,,https://ror.org/052qf7p09
029fxjk95,"Institute of History, Archaeology and Ethnography of the Peoples of Far-East",TRUE,,https://ror.org/029fxjk95
04x7sgz22,Mining Institute,TRUE,,https://ror.org/04x7sgz22
00h9jx107,Institute of Applied Mathematics,TRUE,,https://ror.org/00h9jx107
03f5ppt85,"Pacific Institute of Geography, Far Eastern Branch of the Russian Academy of Sciences",TRUE,,https://ror.org/03f5ppt85
03szme345,Institute of Tectonics and Geophysics named after Y.A. Kosygin,TRUE,,https://ror.org/03szme345
05qc18f66,V.I. Il'ichev Pacific Oceanological Institute,TRUE,,https://ror.org/05qc18f66
030hk6x09,Institute of Space Physics Research and Radio Wave Propagation,TRUE,,https://ror.org/030hk6x09
04eqxyk73,Institute of Volcanology and Seismology,TRUE,,https://ror.org/04eqxyk73
02akkm420,Institute of Automation and Control Processes,TRUE,,https://ror.org/02akkm420
00wp2bj27,"Institute of Chemistry, Far Eastern Branch of the Russian Academy of Sciences",TRUE,,https://ror.org/00wp2bj27
04y7bzk92,Sakhalin Botanical Garden,TRUE,,https://ror.org/04y7bzk92
021scha67,Institute of Biological Problems of the North,TRUE,,https://ror.org/021scha67
05pntjg19,Amur Scientific Center,TRUE,,https://ror.org/05pntjg19
0557kgc34,Computing Center,TRUE,,https://ror.org/0557kgc34
03y5fjm90,Special Design Bureau for Automation of Marine Research,TRUE,,https://ror.org/03y5fjm90
02s4h3z39,Ural Branch of the Russian Academy of Sciences,TRUE,,https://ror.org/02s4h3z39
01yyzg640,West Ural Institute of Economics and Law,TRUE,,https://ror.org/01yyzg640
020m36v47,South-Ural States Institute of Arts the name of P.I. Tchaikovsky,TRUE,,https://ror.org/020m36v47
025kkqh74,Ural State Conservatory named after MP Mussorgsky,TRUE,,https://ror.org/025kkqh74
02rzsax38,Ural Institute of Finance and Law,TRUE,,https://ror.org/02rzsax38
057j5m475,Ural Institute for the Humanities,TRUE,,https://ror.org/057j5m475
04hzqbs28,Ural Institute of Business,TRUE,,https://ror.org/04hzqbs28
002zjz985,"Ural Institute of Economics, Management and Law",TRUE,,https://ror.org/002zjz985
05ph49593,Ural Institute of the Stock Market,TRUE,,https://ror.org/05ph49593
02gyp0j55,Ural Institute of Commerce and Law,TRUE,,https://ror.org/02gyp0j55
00fkjwd61,Ural Law Institute Russian Ministry of Internal Affairs,TRUE,,https://ror.org/00fkjwd61
051jjt714,Institute of Electrophysics,TRUE,,https://ror.org/051jjt714
04rb38388,Institute of Metallurgy,TRUE,,https://ror.org/04rb38388
0261qw820,Institute of Steppe,TRUE,,https://ror.org/0261qw820
02r4ram30,Institute of Economics,TRUE,,https://ror.org/02r4ram30
019j3tz70,Institute of Geophysics,TRUE,,https://ror.org/019j3tz70
02jj4k517,Physico-Technical Institute,TRUE,,https://ror.org/02jj4k517
0266a1t84,"Udmurt Institute of History, Language and Literature",TRUE,,https://ror.org/0266a1t84
01azrym08,M.N. Mikheev Institute of Metal Physics,TRUE,,https://ror.org/01azrym08
010ftx126,Institute of Thermal Physics,TRUE,,https://ror.org/010ftx126
05ptgb204,Mining Institute of the Ural Branch of the Russian Academy of Sciences,TRUE,,https://ror.org/05ptgb204
02168cw18,Institute of Industrial Ecology,TRUE,,https://ror.org/02168cw18
02cbc9x18,Ural Institute of Metals,TRUE,,https://ror.org/02cbc9x18
03msdt869,Institute of Plant and Animal Ecology,TRUE,,https://ror.org/03msdt869
02k9pct19,Institute of Physiology Komi Science Center,TRUE,,https://ror.org/02k9pct19
01tpj7340,Institute of Geology Komi SC UB RAS,TRUE,,https://ror.org/01tpj7340
053nrfb18,Southern Scientific Center,TRUE,,https://ror.org/053nrfb18
04f3vpm64,Institute of Anthropology and Ethnography,TRUE,,https://ror.org/04f3vpm64
02xkdev90,Department of Mathematical Sciences,TRUE,,https://ror.org/02xkdev90
00shc0s02,Sobolev Institute of Mathematics,TRUE,,https://ror.org/00shc0s02
03zeg8w71,Steklov Mathematical Institute,TRUE,,https://ror.org/03zeg8w71
04xtpdj18,Institute of Mathematical Problems of Biology,TRUE,,https://ror.org/04xtpdj18
01dv3hq14,Keldysh Institute of Applied Mathematics,TRUE,,https://ror.org/01dv3hq14
017ef8252,Institute for System Programming,TRUE,,https://ror.org/017ef8252
029fhmb28,Institute of Mathematics and Mechanics,TRUE,,https://ror.org/029fhmb28
00520ey40,Institute of Numerical Mathematics,TRUE,,https://ror.org/00520ey40
03vv7cm03,Institute of Mathematics with Computer Center,TRUE,,https://ror.org/03vv7cm03
01z686714,Institute of Computational Mathematics and Mathematical Geophysics,TRUE,,https://ror.org/01z686714
048amsp50,Institute for Computer Aided Design,TRUE,,https://ror.org/048amsp50
00h9jx107,Institute of Applied Mathematics,TRUE,,https://ror.org/00h9jx107
030h9s280,St. Petersburg Department of Steklov Institute of Mathematics,TRUE,,https://ror.org/030h9s280
01vgda714,Dorodnitsyn Computing Centre,TRUE,,https://ror.org/01vgda714
00ns9pc83,Physical Sciences Division,TRUE,,https://ror.org/00ns9pc83
05ne3s142,Saint Petersburg Academic University,TRUE,,https://ror.org/05ne3s142
05nnv1197,Institute of Applied Physics,TRUE,,https://ror.org/05nnv1197
03e5eem51,Budker Institute of Nuclear Physics,TRUE,,https://ror.org/03e5eem51
00ezjkn15,Institute of Solid State Physics,TRUE,,https://ror.org/00ezjkn15
05dkdaa55,Ioffe Institute,TRUE,,https://ror.org/05dkdaa55
050rg6t21,Prokhorov General Physics Institute,TRUE,,https://ror.org/050rg6t21
01a1xfd09,Institute for Nuclear Research,TRUE,,https://ror.org/01a1xfd09
03mzbmf11,Institute for Physics of Microstructures,TRUE,,https://ror.org/03mzbmf11
01jkd3546,P.N. Lebedev Physical Institute of the Russian Academy of Sciences,TRUE,,https://ror.org/01jkd3546
04ryvdf08,Space Research Institute,TRUE,,https://ror.org/04ryvdf08
037styt87,Petersburg Nuclear Physics Institute,TRUE,,https://ror.org/037styt87
01v5rbf40,Yu.G. Shafer Institute of Cosmophysical Research and Aeronomy,TRUE,,https://ror.org/01v5rbf40
049ecjx61,A.V. Shubnikov Institute of Crystallography,TRUE,,https://ror.org/049ecjx61
00b5qjr76,Institute of Laser Physics,TRUE,,https://ror.org/00b5qjr76
00k9x6n46,Institute of Terrestrial Magnetism Ionosphere and Radio Wave Propagation,TRUE,,https://ror.org/00k9x6n46
043hjsp66,Institute of Physical Problems. PL Kapitsa of the Russian Academy of Sciences,TRUE,,https://ror.org/043hjsp66
00z65ng94,Landau Institute for Theoretical Physics,TRUE,,https://ror.org/00z65ng94
05m4hh157,Pulkovo Observatory,TRUE,,https://ror.org/05m4hh157
05baf4s06,Ussuriysk Astrophysical Observatory,TRUE,,https://ror.org/05baf4s06
03napcw37,Institute of Semiconductor Physics,TRUE,,https://ror.org/03napcw37
01qdbbk19,Special Astrophysical Observatory,TRUE,,https://ror.org/01qdbbk19
05gbyky62,Institute of Radio-Engineering and Electronics,TRUE,,https://ror.org/05gbyky62
055fe2s59,Institute of High Current Electronics,TRUE,,https://ror.org/055fe2s59
029bjdf19,Institute of Physics,TRUE,,https://ror.org/029bjdf19
026c02f25,Kazan E. K. Zavoisky Physical-Technical Institute,TRUE,,https://ror.org/026c02f25
01nmpe263,Institute of Spectroscopy,TRUE,,https://ror.org/01nmpe263
01whksa54,Institute of Astronomy,TRUE,,https://ror.org/01whksa54
01b1j4e13,Institute for High Pressure Physics,TRUE,,https://ror.org/01b1j4e13
02jj4k517,Physico-Technical Institute,TRUE,,https://ror.org/02jj4k517
045v66z43,Institute of Physical Materials Science,TRUE,,https://ror.org/045v66z43
007mjr682,Fiber Optics Research Center,TRUE,,https://ror.org/007mjr682
047exzk05,Nuclear Safety Institute,TRUE,,https://ror.org/047exzk05
04b581c27,Institute of Applied Astronomy,TRUE,,https://ror.org/04b581c27
030hk6x09,Institute of Space Physics Research and Radio Wave Propagation,TRUE,,https://ror.org/030hk6x09
01azrym08,M.N. Mikheev Institute of Metal Physics,TRUE,,https://ror.org/01azrym08
00bbt0744,Polar Geophysical Institute,TRUE,,https://ror.org/00bbt0744
00tgr2h49,Computer Equipment and Technologies,TRUE,,https://ror.org/00tgr2h49
034fqtg16,Institute of Microelectronics Technology and High Purity Materials,TRUE,,https://ror.org/034fqtg16
02h6vef88,Institute for Analytical Instrumentation,TRUE,,https://ror.org/02h6vef88
013w2d378,Institute for Information Transmission Problems,TRUE,,https://ror.org/013w2d378
05fqdmq12,Institute of Automation and Electrometry,TRUE,,https://ror.org/05fqdmq12
047wbzv64,All Russian Institute for Scientific and Technical Information,TRUE,,https://ror.org/047wbzv64
00n8bqs64,Institute of Informatics Problems,TRUE,,https://ror.org/00n8bqs64
02jract75,Institute on Laser and Information Technologies,TRUE,,https://ror.org/02jract75
047f8bv22,Institute of Computational Modeling,TRUE,,https://ror.org/047f8bv22
02x3mf211,Institute of Computational Technologies,TRUE,,https://ror.org/02x3mf211
03134gf68,Image Processing Systems Institute,TRUE,,https://ror.org/03134gf68
01ccb9w37,St. Petersburg Institute for Informatics and Automation,TRUE,,https://ror.org/01ccb9w37
00t7t9a43,Institute for Design Problems in Microelectronics,TRUE,,https://ror.org/00t7t9a43
00x0vxx91,Institute of Physics and Technology,TRUE,,https://ror.org/00x0vxx91
02smvmz76,Research Institute for System Studies,TRUE,,https://ror.org/02smvmz76
05kknxr83,"Department of Energy, Engineering, Mechanics and Control Processes",TRUE,,https://ror.org/05kknxr83
02azz6x90,Institute of Theoretical and Applied Mechanics,TRUE,,https://ror.org/02azz6x90
04a3nrb88,Institute of Energy Problems of Chemical Physics,TRUE,,https://ror.org/04a3nrb88
00nj22y86,Institute for Problems in Mechanics,TRUE,,https://ror.org/00nj22y86
05f3yt521,V. A. Trapeznikov Institute of Control Sciences,TRUE,,https://ror.org/05f3yt521
04gns8903,Joint Institute for High Temperatures,TRUE,,https://ror.org/04gns8903
04zy24864,Institute of Thermophysics,TRUE,,https://ror.org/04zy24864
04t5w6b17,Lavrentyev Institute of Hydrodynamics,TRUE,,https://ror.org/04t5w6b17
047pt5178,Institute of Problems of Mechanical Engineering,TRUE,,https://ror.org/047pt5178
03ymmms77,Institute of Continuous Media Mechanics,TRUE,,https://ror.org/03ymmms77
03k42gv86,Institute of Machines Science,TRUE,,https://ror.org/03k42gv86
04wteqw51,Institute for System Dynamics and Control Theory,TRUE,,https://ror.org/04wteqw51
03zeyg902,Institute of Engineering Science,TRUE,,https://ror.org/03zeyg902
016zjn618,Institute of Metal Superplasticity Problems,TRUE,,https://ror.org/016zjn618
02726j593,Melentiev Energy Systems Institute,TRUE,,https://ror.org/02726j593
04jjns303,Institute of Applied Mechanics,TRUE,,https://ror.org/04jjns303
0379sy433,Energy Research Institute,TRUE,,https://ror.org/0379sy433
00f4mz521,Institute of Strength Physics and Materials Science,TRUE,,https://ror.org/00f4mz521
03af2ad05,Institute of Mechanics and Engineering,TRUE,,https://ror.org/03af2ad05
03s28ec08,Institute of Precision Mechanics and Control,TRUE,,https://ror.org/03s28ec08
051x4a456,Institute of Theoretical and Applied Electrodynamics,TRUE,,https://ror.org/051x4a456
02168cw18,Institute of Industrial Ecology,TRUE,,https://ror.org/02168cw18
059tqvg48,Department of Chemistry and Material Sciences,TRUE,,https://ror.org/059tqvg48
00kftxm09,Boreskov Institute of Catalysis,TRUE,,https://ror.org/00kftxm09
052r7yf45,Institute of Chemical Kinetics and Combustion,TRUE,,https://ror.org/052r7yf45
02nknzn40,Institute of Problems of Chemical Physics,TRUE,,https://ror.org/02nknzn40
05ftwc327,International Tomography Center,TRUE,,https://ror.org/05ftwc327
00tgps059,Novosibirsk Institute of Organic Chemistry,TRUE,,https://ror.org/00tgps059
01jgbgc06,A.V.Topchiev Institute of Petrochemical Synthesis,TRUE,,https://ror.org/01jgbgc06
01fqgdy56,Baikov Institute of Metallurgy and Materials Science,TRUE,,https://ror.org/01fqgdy56
01jemb993,Semenov Institute of Chemical Physics,TRUE,,https://ror.org/01jemb993
04zpmt351,Nikolaev Institute of Inorganic Chemistry,TRUE,,https://ror.org/04zpmt351
03jzs4815,A. N. Nesmeyanov Institute of Organoelement Compounds,TRUE,,https://ror.org/03jzs4815
01hy2c330,NS Kurnakova Institute of General and Inorganic Chemistry,TRUE,,https://ror.org/01hy2c330
057hsm867,Institute of Solid State Chemistry and Mechanochemistry,TRUE,,https://ror.org/057hsm867
053pwmv60,V.I. Vernadsky Institute of Geochemistry and Analytical Chemistry,TRUE,,https://ror.org/053pwmv60
007phxq15,N.D. Zelinsky Institute of Organic Chemistry,TRUE,,https://ror.org/007phxq15
004dzkd51,Frumkin Institute of Physical Chemistry and Electrochemistry,TRUE,,https://ror.org/004dzkd51
03jty3219,A.E. Arbuzov Institute of Organic and Physical Chemistry,TRUE,,https://ror.org/03jty3219
01rn72k05,G.A. Razuvaev Institute of Organometallic Chemistry,TRUE,,https://ror.org/01rn72k05
02vtmt724,Institute of Synthetic Polymeric Materials,TRUE,,https://ror.org/02vtmt724
05s61gx60,Photochemistry Center,TRUE,,https://ror.org/05s61gx60
00hfszj21,Institute of Catalysis and Petrochemistry,TRUE,,https://ror.org/00hfszj21
0521rv456,Institute of High Temperature Electrochemistry,TRUE,,https://ror.org/0521rv456
02zp2tc18,Institute of Solution Chemistry,TRUE,,https://ror.org/02zp2tc18
015vgt264,Institute of Chemistry of High-Purity Substances them. G.G.Devyatyh,TRUE,,https://ror.org/015vgt264
05xw3yj26,Institute of Physiologically Active Compounds,TRUE,,https://ror.org/05xw3yj26
00verxq29,A.E. Favorsky Irkutsk Institute of Chemistry,TRUE,,https://ror.org/00verxq29
00hgmwb30,Institute of Macromolecular Compounds,TRUE,,https://ror.org/00hgmwb30
019tvvb70,Institute of Organic Synthesis,TRUE,,https://ror.org/019tvvb70
01k8ec266,Ufa Institute of Chemistry,TRUE,,https://ror.org/01k8ec266
00c6xwj41,Institute of Chemistry and Chemical Technology,TRUE,,https://ror.org/00c6xwj41
04rb38388,Institute of Metallurgy,TRUE,,https://ror.org/04rb38388
01kga0z77,Institute of Solid State Chemistry,TRUE,,https://ror.org/01kga0z77
01zavqc64,Institute of Petroleum Chemistry,TRUE,,https://ror.org/01zavqc64
051fr2332,Institute of Structural Macrokinetics and Materials Science,TRUE,,https://ror.org/051fr2332
00wp2bj27,"Institute of Chemistry, Far Eastern Branch of the Russian Academy of Sciences",TRUE,,https://ror.org/00wp2bj27
0080yzn09,Institute of Technical Chemistry,TRUE,,https://ror.org/0080yzn09
047ax2108,Federal Research Centre Coal and Coal Chemistry,TRUE,,https://ror.org/047ax2108
04ggfw624,"Institute of Chemistry, Komi Science Center",TRUE,,https://ror.org/04ggfw624
048tnm037,Institute of Biochemical Physics NM Emanuel,TRUE,,https://ror.org/048tnm037
05pcmd548,Institute of Chemistry of Silicates named after IV Grebenshchikov,TRUE,,https://ror.org/05pcmd548
038rjvd86,Department of Biological Sciences,TRUE,,https://ror.org/038rjvd86
01tyr1g37,Institute for Biological Instrumentation,TRUE,,https://ror.org/01tyr1g37
03q3a8095,Institute of Marine Biology. AV Zhirmunsky Far Eastern Branch of the Russian Academy of Sciences,TRUE,,https://ror.org/03q3a8095
01a0xxp39,Institute of Basic Biological Problems,TRUE,,https://ror.org/01a0xxp39
03apz2q12,Institute of Molecular Genetics,TRUE,,https://ror.org/03apz2q12
01dg04253,Institute of Bioorganic Chemistry,TRUE,,https://ror.org/01dg04253
01mq8sh52,Institute of Biophysics,TRUE,,https://ror.org/01mq8sh52
027hwkg23,Engelhardt Institute of Molecular Biology,TRUE,,https://ror.org/027hwkg23
05gbnpz65,Institute of Cell Biophysics,TRUE,,https://ror.org/05gbnpz65
00gmz2d02,Institute of Chemical Biology and Fundamental Medicine,TRUE,,https://ror.org/00gmz2d02
01p3q4q56,Institute of Cytology,TRUE,,https://ror.org/01p3q4q56
0489f0s93,Institute of Protein Research,TRUE,,https://ror.org/0489f0s93
0277xgb12,Institute of Cytology and Genetics,TRUE,,https://ror.org/0277xgb12
008ebms37,Institute of Theoretical and Experimental Biophysics,TRUE,,https://ror.org/008ebms37
01yq9ya27,Institute of Gene Biology,TRUE,,https://ror.org/01yq9ya27
01pphqm45,Kazan Institute of Biochemistry and Biophysics,TRUE,,https://ror.org/01pphqm45
0009wsb17,A N Bach Institute of Biochemistry,TRUE,,https://ror.org/0009wsb17
02mh2cd26,Koltzov Institute of Developmental Biology,TRUE,,https://ror.org/02mh2cd26
00hqnxt08,Murmansk Marine Biological Institute,TRUE,,https://ror.org/00hqnxt08
02a9vnt59,Institute of Biochemistry and Genetics of Ufa Scientific Centre,TRUE,,https://ror.org/02a9vnt59
05ermrg42,Vavilov Institute of General Genetics,TRUE,,https://ror.org/05ermrg42
0577sef82,Severtsov Institute of Ecology and Evolution,TRUE,,https://ror.org/0577sef82
05snbjh64,Zoological Institute,TRUE,,https://ror.org/05snbjh64
00ejeex29,Institute of Physical-Chemical and Biological Problems in Soil Science,TRUE,,https://ror.org/00ejeex29
03nj29395,Institute of Biology of Inland Waters named Ivan Dmitrievich Papanin,TRUE,,https://ror.org/03nj29395
03hg8g849,Timiryazev Institute of Plant Physiology,TRUE,,https://ror.org/03hg8g849
05nb54h69,Botanical Institute VL Komarova,TRUE,,https://ror.org/05nb54h69
